File name	md5	FTP url	Assay	Description	Instrument	Cell line	Cell type	Biosample	Archive	Accession type	Accession	Archive url	Cell line growing conditions for this assay	Cell line passage number for this assay	Disease status	Sex	Assay description
HPSI0514i-letw_5.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	85fb2427f49c3d62dcd0a2a41853c839	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376062/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-letw_5	iPSC	SAMEA3967410	ENA	ANALYSIS_ID	ERZ376062	http://www.ebi.ac.uk/ena/data/view/ERZ376062	Feeder-free	18	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-naah_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	ef60afc28fe356c888a7bb62fbd8be99	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376146/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-naah_2	iPSC	SAMEA3962620	ENA	ANALYSIS_ID	ERZ376146	http://www.ebi.ac.uk/ena/data/view/ERZ376146	Feeder-free	16	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-naah_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	4bc090e812bd64ad988507d0af5206fa	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376027/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-naah_4	iPSC	SAMEA3962619	ENA	ANALYSIS_ID	ERZ376027	http://www.ebi.ac.uk/ena/data/view/ERZ376027	Feeder-free	15	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-oekw_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	4b9daf8ad19f897340a7f043d847193e	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487620/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-oekw_2	iPSC	SAMEA3966033	ENA	ANALYSIS_ID	ERZ487620	http://www.ebi.ac.uk/ena/data/view/ERZ487620	Feeder-free	16	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-oupf_5.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	cfe5b90ff4babc8212f31633b48e7b34	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487560/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-oupf_5	iPSC	SAMEA4451100	ENA	ANALYSIS_ID	ERZ487560	http://www.ebi.ac.uk/ena/data/view/ERZ487560	Feeder-free	12	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-oupf_6.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	d4ad6b1facaaa170bb705f98afee0a5c	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487598/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-oupf_6	iPSC	SAMEA4451098	ENA	ANALYSIS_ID	ERZ487598	http://www.ebi.ac.uk/ena/data/view/ERZ487598	Feeder-free	13	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-puie_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	50267957187edf10991d7617372b4ad7	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376051/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-puie_4	iPSC	SAMEA3962563	ENA	ANALYSIS_ID	ERZ376051	http://www.ebi.ac.uk/ena/data/view/ERZ376051	Feeder-free	17	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-puie_5.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	767a946c54925570acfb1491babffea5	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376042/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-puie_5	iPSC	SAMEA3962560	ENA	ANALYSIS_ID	ERZ376042	http://www.ebi.ac.uk/ena/data/view/ERZ376042	Feeder-free	26	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-qihv_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	bd213386907d7d3673bd785f029518e7	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376112/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-qihv_1	iPSC	SAMEA3466477	ENA	ANALYSIS_ID	ERZ376112	http://www.ebi.ac.uk/ena/data/view/ERZ376112	Feeder-free	11	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-rutc_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	2916c44beb0a5a9d87fa54ef55faff66	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376080/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-rutc_2	iPSC	SAMEA3974014	ENA	ANALYSIS_ID	ERZ376080	http://www.ebi.ac.uk/ena/data/view/ERZ376080	Feeder-free	17	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-sohd_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	32ea9e3a61ac346ba5f7653157cbe86d	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376028/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-sohd_2	iPSC	SAMEA4446780	ENA	ANALYSIS_ID	ERZ376028	http://www.ebi.ac.uk/ena/data/view/ERZ376028	Feeder-free	10	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-sohd_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	64b66aa7f676e1fa9d6045ca61da900c	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376107/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-sohd_3	iPSC	SAMEA4446956	ENA	ANALYSIS_ID	ERZ376107	http://www.ebi.ac.uk/ena/data/view/ERZ376107	Feeder-free	10	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-suul_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	585d1b06ed7a998e8d1e1d7895d77c91	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487596/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-suul_1	iPSC	SAMEA104011282	ENA	ANALYSIS_ID	ERZ487596	http://www.ebi.ac.uk/ena/data/view/ERZ487596	Feeder-free	13	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-suul_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	b3067501838801ae9762f8ba78aa5d72	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487589/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-suul_2	iPSC	SAMEA104011281	ENA	ANALYSIS_ID	ERZ487589	http://www.ebi.ac.uk/ena/data/view/ERZ487589	Feeder-free	13	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-tert_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	8b572d6df35203ec6ced94a59fc788c5	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487565/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-tert_1	iPSC	SAMEA4454942	ENA	ANALYSIS_ID	ERZ487565	http://www.ebi.ac.uk/ena/data/view/ERZ487565	Feeder-free	9	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-tert_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	2e61ba2f4d95809d2e869fd7bf6de568	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487561/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-tert_3	iPSC	SAMEA4454944	ENA	ANALYSIS_ID	ERZ487561	http://www.ebi.ac.uk/ena/data/view/ERZ487561	Feeder-free	9	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-toco_5.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	643e8381e686042dc13d51ff93f03aa6	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376076/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-toco_5	iPSC	SAMEA3311872	ENA	ANALYSIS_ID	ERZ376076	http://www.ebi.ac.uk/ena/data/view/ERZ376076	Feeder-free	20	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-uenn_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	958911770f1f8ee825770912515ea728	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376158/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-uenn_3	iPSC	SAMEA4339634	ENA	ANALYSIS_ID	ERZ376158	http://www.ebi.ac.uk/ena/data/view/ERZ376158	Feeder-free	12	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-vuna_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	70a8123876be415db3d5669268ec9f11	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376037/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-vuna_3	iPSC	SAMEA3448738	ENA	ANALYSIS_ID	ERZ376037	http://www.ebi.ac.uk/ena/data/view/ERZ376037	Feeder-free	12	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-wiii_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20160125.tsv	dc19d4f17c8e12cb2377df282ac235d5	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267000/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-wiii_2	iPSC	SAMEA3312840	ENA	ANALYSIS_ID	ERZ267000	http://www.ebi.ac.uk/ena/data/view/ERZ267000	Feeder-free	15	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-wiii_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20160125.tsv	21ead6825cb91fadb3e4e59cdb8d1428	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ266/ERZ266991/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-wiii_3	iPSC	SAMEA3316296	ENA	ANALYSIS_ID	ERZ266991	http://www.ebi.ac.uk/ena/data/view/ERZ266991	Feeder-free	14	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-xayd_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	8b2fbc7ec961748e1c54bf4fe904ee2e	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487646/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-xayd_4	iPSC	SAMEA4564805	ENA	ANALYSIS_ID	ERZ487646	http://www.ebi.ac.uk/ena/data/view/ERZ487646	Feeder-free	10	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-xayd_5.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	17cd2b024945542900a74ad53fce27d2	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487607/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-xayd_5	iPSC	SAMEA4564806	ENA	ANALYSIS_ID	ERZ487607	http://www.ebi.ac.uk/ena/data/view/ERZ487607	Feeder-free	10	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-xufp_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	4e617de996a09b2700d38de2f874e4c1	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487582/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-xufp_1	iPSC	SAMEA104026891	ENA	ANALYSIS_ID	ERZ487582	http://www.ebi.ac.uk/ena/data/view/ERZ487582	Feeder-free	10	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-xufp_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	3d921334b7b4e81fe6c13ad703fa5799	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487579/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-xufp_2	iPSC	SAMEA104026892	ENA	ANALYSIS_ID	ERZ487579	http://www.ebi.ac.uk/ena/data/view/ERZ487579	Feeder-free	10	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-yafr_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	470758edbb2755c7b0f58e796f80db92	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487623/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-yafr_3	iPSC	SAMEA4451652	ENA	ANALYSIS_ID	ERZ487623	http://www.ebi.ac.uk/ena/data/view/ERZ487623	Feeder-free	19	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-yelp_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170327.tsv	9095e75afe7a0fc395974169ce4585cb	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487616/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-yelp_3	iPSC	SAMEA3282737	ENA	ANALYSIS_ID	ERZ487616	http://www.ebi.ac.uk/ena/data/view/ERZ487616	Feeder-free	10	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-yewo_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	fb709bfd2fa7944e81dacf1ffb2454be	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487557/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-yewo_4	iPSC	SAMEA103884170	ENA	ANALYSIS_ID	ERZ487557	http://www.ebi.ac.uk/ena/data/view/ERZ487557	Feeder-free	15	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-ciwj_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	624991a832597675905cc4f0375a52d5	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376089/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-ciwj_1	iPSC	SAMEA3484001	ENA	ANALYSIS_ID	ERZ376089	http://www.ebi.ac.uk/ena/data/view/ERZ376089	Feeder-free	18	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-ciwj_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	27a61faf894e667a99b694348a3c6b2b	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376123/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-ciwj_2	iPSC	SAMEA3483999	ENA	ANALYSIS_ID	ERZ376123	http://www.ebi.ac.uk/ena/data/view/ERZ376123	Feeder-free	22	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-denw_6.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	7ed3f824fa80fa190c54da29d1e95d39	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376040/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-denw_6	iPSC	SAMEA3854232	ENA	ANALYSIS_ID	ERZ376040	http://www.ebi.ac.uk/ena/data/view/ERZ376040	Feeder-free	22	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-juzt_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	c6d2a0c2ff22a8ec27738c02f882f397	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487600/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-juzt_4	iPSC	SAMEA3962528	ENA	ANALYSIS_ID	ERZ487600	http://www.ebi.ac.uk/ena/data/view/ERZ487600	Feeder-free	18	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-kegd_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	219ee033162710f7b8e23b2fbfa2b187	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376067/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-kegd_2	iPSC	SAMEA3977051	ENA	ANALYSIS_ID	ERZ376067	http://www.ebi.ac.uk/ena/data/view/ERZ376067	Feeder-free	18	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-lepk_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	5212a1a7c5b482d22caaaf49e1de47a6	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376105/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-lepk_1	iPSC	SAMEA3962624	ENA	ANALYSIS_ID	ERZ376105	http://www.ebi.ac.uk/ena/data/view/ERZ376105	Feeder-free	13	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-lepk_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	1b17ef73be48da8e7373ffc0e7910c21	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376127/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-lepk_4	iPSC	SAMEA3964256	ENA	ANALYSIS_ID	ERZ376127	http://www.ebi.ac.uk/ena/data/view/ERZ376127	Feeder-free	16	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
